,20200929,20201002,20201022,20201023,20201120,20201122,20201224,20201230,20210127,20210203,20210906
核,1.0,1.0,1.0,,,,,,,,
根,1.0,,,,,,,1.0,,,1.0
格,,1.0,,,,3.0,2.0,,,,2.0
案,,,1.0,1.0,,2.0,2.0,,,1.0,
桐,,1.0,,,,,,,,,
桜,,,,,,,1.0,,,,
梁,,1.0,,,,,,,,,
棄,,,1.0,,,,,,,,
棚,,,,,,,,,,1.0,
森,,,,1.0,,,,,,2.0,
椅,,,,,,,1.0,,,,
植,,1.0,,,,,,,,,
検,3.0,,2.0,3.0,2.0,,2.0,,1.0,2.0,1.0
業,5.0,3.0,6.0,2.0,5.0,4.0,2.0,3.0,2.0,5.0,10.0
極,,,,,1.0,,,,,,
楽,2.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,,
概,,,,,1.0,,,,,,
構,,,,1.0,,,1.0,,,,
様,1.0,1.0,,,,,,1.0,,,
槻,,,,,,,,,,,1.0
標,,,,,1.0,,,,,,
模,,,,,2.0,,,1.0,,,2.0
権,,1.0,1.0,,2.0,,,2.0,,4.0,
横,,1.0,,,2.0,,,,,,1.0
橋,,,,2.0,,,,,,,
機,,,2.0,1.0,3.0,,1.0,,3.0,,
欠,1.0,,,1.0,,,,,,,
次,,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0
欧,2.0,1.0,2.0,3.0,1.0,2.0,1.0,,,,
歌,,,,,1.0,,1.0,,,,
止,,1.0,3.0,1.0,,1.0,3.0,,2.0,,
正,1.0,1.0,2.0,2.0,,2.0,1.0,,,2.0,
武,,,1.0,,,1.0,,1.0,1.0,1.0,
歩,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,
歳,,,,,,,1.0,,,1.0,
歴,,,,,,,1.0,2.0,,,
死,1.0,,,2.0,,1.0,2.0,1.0,,,1.0
残,,,,,,,,,,1.0,3.0
殖,,,,,,,,,2.0,,
段,,,,1.0,,,,,,,
母,,,,,,,,,,1.0,
比,,1.0,,,,,,1.0,1.0,,
氏,1.0,3.0,5.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,1.0
民,,1.0,,5.0,1.0,1.0,,,,,2.0
気,2.0,2.0,,1.0,6.0,3.0,,1.0,1.0,,3.0
水,,1.0,3.0,,,,2.0,1.0,1.0,,1.0
永,,,1.0,,,,,,,,
求,2.0,,,,,,1.0,,,,
江,,,,,,,,,,,1.0
池,,,,1.0,,,,,,,
決,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0
沖,,,,,1.0,,,,,,1.0
没,,,1.0,,,,,,,,
沢,,2.0,1.0,1.0,,,1.0,3.0,,,
河,,,1.0,1.0,,,,,1.0,,
治,,1.0,2.0,,4.0,1.0,,3.0,1.0,1.0,
況,,,,2.0,1.0,,,,,,
泉,,,1.0,,,,,,,,
泊,,,,,1.0,,1.0,,2.0,,
法,6.0,,1.0,2.0,1.0,2.0,,,,,
波,,1.0,,1.0,,,2.0,,1.0,,1.0
注,1.0,3.0,,,,1.0,,2.0,,1.0,
泰,,,,1.0,,,,,,,
泳,,,1.0,,,,,,,,
洋,,,,,,,,,,1.0,
洗,,1.0,,,,,,,,,
津,,,,2.0,,,,1.0,,,
活,,1.0,,,3.0,3.0,1.0,,2.0,,2.0
派,1.0,,2.0,,,,,,,,
流,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,,2.0,1.0
浜,,,1.0,,2.0,,,,1.0,,1.0
浦,,,,1.0,,,,,,,
浩,,,,,,,1.0,,,,
浮,,1.0,,,,,1.0,,,,
浴,1.0,,,,,,,,,,
海,1.0,3.0,1.0,1.0,2.0,1.0,,1.0,,2.0,3.0
浸,1.0,,,1.0,,,,,,,
消,,,,,1.0,1.0,,,3.0,1.0,
深,,,,,,,,1.0,,,1.0
混,,,1.0,,,,,1.0,,,
清,,,,,,,,,2.0,,
済,1.0,1.0,,1.0,2.0,3.0,1.0,1.0,,1.0,
渉,,1.0,1.0,1.0,,,1.0,,2.0,,
渋,,,2.0,,,,,,1.0,3.0,
減,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,
温,,,1.0,,,1.0,,,,,
測,,,,,,1.0,,2.0,,,
港,,,,,,1.0,,,,,
湖,,1.0,,,,,,,,,
湯,,,,,,,1.0,,,,
湾,,,2.0,,,,,,1.0,,
満,1.0,,,1.0,,1.0,,,,,
源,,,,1.0,,,,,,,
準,1.0,1.0,,,,1.0,1.0,,1.0,,
滅,1.0,,1.0,,,,,,,,
滑,,,,,,,,,1.0,,
滞,,,,,2.0,1.0,,,,,
漁,,,1.0,,,,,,,,
漏,,1.0,,,,,,,,,
演,,,1.0,,1.0,1.0,,,,,1.0
漢,,,,,,1.0,,,,,
潔,,,,,1.0,1.0,,,,,
潟,,1.0,,,,,1.0,,,1.0,
澄,,,,,,,,,,1.0,
激,,,,,,1.0,,1.0,,,
濃,,,,,,,,,,1.0,
瀧,,,,,,,1.0,,,,
瀬,,1.0,,,,,,,,,
火,1.0,,,,,,,,,2.0,
炭,,,,1.0,1.0,1.0,,1.0,,,3.0
点,,2.0,,,1.0,,1.0,,1.0,,1.0
為,,,,,,,,,1.0,,
無,,1.0,1.0,1.0,,2.0,1.0,,,,
焦,,,,,,,,,,,1.0
然,,,,2.0,,,,1.0,,1.0,1.0
焼,,1.0,1.0,1.0,1.0,,,,,,
熱,,,,1.0,,,1.0,1.0,,1.0,
爆,,,,,,,,,1.0,,
物,2.0,1.0,1.0,1.0,,6.0,,,1.0,,1.0
特,1.0,1.0,,,1.0,,1.0,5.0,,1.0,1.0
犇,,,,,,,,1.0,,,
狗,,,,1.0,,,,,,,
狙,1.0,2.0,,1.0,,,,,,1.0,
狩,,,,,,,1.0,,,,
独,,,,,,,2.0,,2.0,2.0,3.0
狭,,,,,,,,2.0,,,
献,,,,,,1.0,,,,,
率,,1.0,,,1.0,2.0,2.0,,,2.0,
玉,,,,,,,,2.0,,2.0,1.0
王,,1.0,1.0,,,,1.0,,,,
現,,,,,1.0,,1.0,,,,1.0
球,1.0,,,1.0,1.0,2.0,1.0,,,,
理,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,,1.0,1.0
琉,,,,1.0,,,,,,,
琵,,1.0,,,,,,,,,
琶,,1.0,,,,,,,,,
環,1.0,,,,1.0,,,,,,1.0
甘,,,,,,,,1.0,,,
生,2.0,3.0,,3.0,2.0,3.0,2.0,2.0,5.0,6.0,4.0
産,3.0,1.0,6.0,3.0,2.0,,4.0,1.0,4.0,4.0,2.0
用,2.0,5.0,2.0,,5.0,2.0,,1.0,,4.0,4.0
田,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,,1.0,1.0
由,,1.0,,1.0,,,1.0,,,,
申,,,,,3.0,1.0,1.0,1.0,,,1.0
男,,3.0,,,,,1.0,,1.0,1.0,1.0
町,,2.0,,2.0,,,,,,,
画,,,1.0,1.0,,1.0,2.0,1.0,,,
界,2.0,2.0,4.0,3.0,3.0,1.0,2.0,4.0,2.0,3.0,1.0
略,,1.0,1.0,,,,,,2.0,,
番,1.0,,1.0,1.0,,,,,,,
異,,,,,2.0,,1.0,1.0,,2.0,
畿,1.0,,,,,,,,,,
疑,,,,,,,1.0,,1.0,,
疫,1.0,,,,,,,,1.0,,
疾,,,,,,,1.0,,,,
病,,,1.0,,,1.0,2.0,2.0,,,
症,,,,,2.0,1.0,1.0,,1.0,,1.0
療,1.0,,1.0,,2.0,,,,,,
癒,,,,,,,,,,,1.0
発,3.0,4.0,3.0,1.0,2.0,1.0,,4.0,2.0,4.0,5.0
登,,,,,1.0,1.0,,,3.0,,
白,,1.0,,,,,,2.0,,2.0,
百,,,,,,,,,3.0,,
的,,,,3.0,1.0,3.0,4.0,,,,
皇,,,,,,,1.0,,,,
皮,,,1.0,,,,,,,,
盆,,,,,,,,,1.0,,
益,1.0,,1.0,,,,2.0,,,2.0,1.0
盛,,,,,,,,1.0,,,1.0
盟,,,,,,,,,,1.0,
盤,,,3.0,1.0,1.0,,,,,,
目,,3.0,,4.0,1.0,,2.0,4.0,2.0,3.0,2.0
直,,1.0,1.0,1.0,1.0,,,,,1.0,1.0
相,3.0,1.0,1.0,,6.0,1.0,4.0,,5.0,3.0,3.0
省,,,1.0,1.0,,,2.0,,,,1.0
県,3.0,1.0,,2.0,,,4.0,2.0,2.0,4.0,2.0
真,,,,1.0,,,,1.0,2.0,2.0,1.0
着,,2.0,1.0,,3.0,1.0,,,,,
知,,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,
短,,,,,,,,,,1.0,1.0
石,,1.0,2.0,1.0,1.0,,1.0,,,,
研,,,1.0,,,2.0,1.0,,1.0,,2.0
破,,,2.0,,,2.0,1.0,2.0,1.0,,1.0
碁,,,1.0,,,,,,,,
確,2.0,2.0,1.0,1.0,1.0,,,1.0,1.0,3.0,2.0
磨,,,,,1.0,,,1.0,,,
礎,,,,,,,1.0,,,,
示,,,,,1.0,1.0,,,,,
礼,,,,,,,1.0,,,,
社,3.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,5.0,3.0,2.0
祐,,,,1.0,,,,,,,
祖,,,,,,,,,1.0,,
神,1.0,2.0,2.0,1.0,,1.0,,,2.0,,
祭,,,1.0,,,,,,,,1.0
禁,,,1.0,1.0,,,,,1.0,,
禅,,,,,,,,,1.0,,
禍,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,,,
福,1.0,3.0,,3.0,,,1.0,7.0,,1.0,1.0
秋,1.0,,1.0,,,,,,,,
科,1.0,,,,,,1.0,1.0,,,
秒,,1.0,,,,,,,,,
秘,1.0,,1.0,,,,,,1.0,,
秩,,,,1.0,,,,,,,
移,,1.0,1.0,1.0,1.0,6.0,2.0,,1.0,,
税,,1.0,,,,,1.0,,,1.0,
種,2.0,2.0,,,2.0,,2.0,2.0,4.0,3.0,2.0
稲,,,,,,,,,,,1.0
稼,,,,,1.0,1.0,,,,1.0,
稿,,,,,,,,,,,1.0
積,,,,,1.0,,,,1.0,,
穴,,,,,,,1.0,,1.0,,
究,,,,,,2.0,1.0,,1.0,,2.0
空,1.0,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
突,,,2.0,,,,,1.0,,,2.0
窓,,,,,,,,,,,1.0
立,,,3.0,4.0,2.0,,5.0,1.0,,,
竜,,,1.0,,,,,,,,
端,,,1.0,,,,,,,,
競,1.0,,,,1.0,,,,,,
第,1.0,1.0,,,,,,,2.0,,1.0
等,,,,,,,,,,,1.0
筋,,,,2.0,,,,1.0,1.0,,
答,,,,,,,1.0,,,,
策,2.0,2.0,4.0,2.0,,,1.0,,,3.0,
算,,,,,,1.0,1.0,,1.0,1.0,
管,,,1.0,1.0,,,,,,1.0,1.0
箱,1.0,,,,,,,1.0,,,
節,,,,,,,,2.0,1.0,,
築,,,,,,,1.0,,,,
簿,,,,,,,,,,1.0,
籍,,,,1.0,,,,,,,
米,,2.0,7.0,7.0,3.0,1.0,2.0,1.0,7.0,8.0,1.0
粋,,,1.0,,,,,,,,
粛,,1.0,,,,,,,,,
粧,,,1.0,,,,,,,,
精,,,,,,1.0,,,,,
糧,,,,,,,,,1.0,,
系,,,,,,,,,1.0,,
約,,,,,,,,,,,1.0
納,,,,,,,,1.0,,,
純,,1.0,1.0,,,,,,,1.0,
紙,1.0,1.0,,,,,,,,,
級,,1.0,,,,,,,,,
素,,,,4.0,1.0,1.0,,1.0,,,4.0
索,1.0,,,,,,1.0,,,,
累,,,,,,1.0,1.0,,,,1.0
細,,,,,,1.0,,,,,
終,1.0,1.0,,1.0,2.0,1.0,1.0,,1.0,1.0,2.0
組,,,,,,,,,1.0,2.0,1.0
経,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,1.0,4.0
結,,,2.0,1.0,,1.0,2.0,,,,
給,,,1.0,,,2.0,,,1.0,,
統,,4.0,1.0,4.0,2.0,1.0,,,,,1.0
絶,,,1.0,1.0,,,1.0,,,,
継,,1.0,1.0,,,,1.0,,,,
続,,2.0,2.0,,,3.0,2.0,,1.0,2.0,2.0
維,,,,,,,,,,1.0,
網,3.0,,,1.0,,,,,,,
綻,,,,,,,,,,,1.0
緊,,1.0,,,1.0,1.0,,,,1.0,
総,1.0,,1.0,,,,2.0,1.0,,2.0,2.0
線,,,,1.0,,,,1.0,1.0,,
締,1.0,,,,,,,,,,
編,1.0,1.0,,1.0,,1.0,,,2.0,1.0,
緩,,,1.0,,,,,3.0,,,1.0
練,,,,1.0,,,,1.0,2.0,,
縄,,,,,1.0,,,,,,1.0
縦,,,,,,,,2.0,,,
縮,,,,,,,,,,2.0,
繁,,,1.0,,,,,,,,
織,,,,,,,,1.0,,,1.0
置,1.0,,2.0,,,,,,,,1.0
罰,1.0,,1.0,,,,,,,,
羅,,,1.0,1.0,1.0,,,,,,
美,1.0,1.0,1.0,1.0,4.0,1.0,,,,,
義,,1.0,1.0,3.0,,,1.0,1.0,,1.0,
羽,,,,,1.0,,,,,,
習,,6.0,,,2.0,,1.0,,,,1.0
老,,,,1.0,1.0,1.0,,,,,1.0
考,,2.0,,1.0,,,1.0,1.0,,,
者,5.0,4.0,4.0,4.0,3.0,11.0,7.0,5.0,5.0,2.0,1.0
耐,,1.0,,,,,,,,,
耕,,,1.0,,,,,,,,
耳,,,,,,,,,,,1.0
聖,,,,,,1.0,,,,1.0,
聞,,1.0,,,,1.0,1.0,,,,1.0
職,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0
肉,,,,,,1.0,,,,,
肢,,,,1.0,,,,,,,
育,,1.0,1.0,1.0,,1.0,,,,1.0,
肴,1.0,,,,,,,,,,
胆,,,,1.0,,,,,,,
能,1.0,,1.0,,,2.0,1.0,,1.0,,
脅,,1.0,,,,,,,,,
脈,,,,,,,,,,,1.0
脱,,1.0,,1.0,1.0,1.0,,1.0,1.0,,3.0
脳,,,,,1.0,,,,2.0,,
腎,,,,,,1.0,,1.0,,,
腕,,,1.0,1.0,,,,1.0,,,
臓,,,,,,1.0,1.0,1.0,,,
自,2.0,5.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,2.0,5.0
至,,1.0,,,,,,,,,
致,,,,,,2.0,,,,,
興,,,,2.0,1.0,1.0,,,,1.0,1.0
舎,,,,,,,,,,,1.0
舗,3.0,,,1.0,1.0,1.0,,,,2.0,1.0
舞,,,,,,,,,,1.0,
船,,1.0,,,,,,,,,
良,,,,,,,1.0,,,,
色,,,,1.0,1.0,,,,,,1.0
芝,1.0,,,,,,,,,,
花,,,,,,,,,1.0,,
若,,,1.0,,,,,,,,
苦,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,
英,1.0,3.0,,1.0,1.0,,4.0,,,1.0,1.0
荏,,,1.0,,,,,,,,
荷,,,,1.0,,,,,1.0,,
菅,1.0,,,,,,,3.0,,,1.0
菜,1.0,,,,,,,,,,
菱,,,1.0,2.0,,,,,,2.0,
落,1.0,1.0,1.0,2.0,2.0,1.0,2.0,,2.0,,
葉,,1.0,,,,,,1.0,1.0,,
葬,,,,,,1.0,,,,,
蓄,,,,,,1.0,,,,,
蔵,,1.0,,,,,1.0,,,,
薬,,,1.0,,,1.0,,,,,1.0
藤,,1.0,,,2.0,1.0,,1.0,,,1.0
虎,1.0,,,,,,,,,,
融,1.0,,1.0,1.0,,1.0,,2.0,,,
衆,1.0,2.0,1.0,1.0,,,,,,,
行,1.0,1.0,4.0,6.0,3.0,2.0,8.0,,3.0,1.0,3.0
術,2.0,,,,,1.0,,1.0,1.0,,1.0
街,,,,,,,,5.0,,,
衝,,,2.0,1.0,,,,,,,1.0
表,,,,,,,,,,,4.0
被,,1.0,,,,,,,,,
裁,,,,,,,1.0,,,,2.0
裂,,,,,,,,,1.0,,
裏,,,,,,,2.0,,,,
裕,,,,,,,,,1.0,,
補,,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,2.0
製,,,,,,,,,,1.0,2.0
複,,,,,,,,,1.0,,
西,,,,,,2.0,1.0,3.0,,,
要,1.0,1.0,1.0,,2.0,1.0,1.0,,2.0,,
覆,,,,,2.0,,,,,,
覇,,1.0,,,,,,,,,
見,4.0,1.0,2.0,4.0,2.0,8.0,,,3.0,3.0,
規,,1.0,1.0,1.0,3.0,,1.0,1.0,1.0,,5.0
視,1.0,,1.0,1.0,,,1.0,,,,
覚,1.0,,,1.0,,,,,,,1.0
親,3.0,,,,,,,,,,
観,,,1.0,3.0,1.0,1.0,,,,,1.0
角,,,,,,,1.0,,1.0,,
解,3.0,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,2.0,
触,,,,,,,,,,2.0,
言,,,1.0,,,,,,,,1.0
訂,,,,,,,1.0,,,,
計,,,1.0,,,2.0,2.0,,1.0,,1.0
討,3.0,1.0,2.0,4.0,2.0,,,,1.0,,1.0
訓,,1.0,,,,,,1.0,2.0,,
託,,,,,,,,2.0,1.0,,
記,,2.0,2.0,1.0,1.0,,,2.0,,,
訟,1.0,,,,,,,,,,
訪,,,,,1.0,1.0,,,,,
設,1.0,,1.0,1.0,1.0,1.0,,,1.0,,6.0
許,,,,2.0,1.0,2.0,,,,,
訴,1.0,,,,,,,,,,
診,,,2.0,,,1.0,1.0,,2.0,1.0,
証,1.0,2.0,2.0,1.0,,,,,,,2.0
評,,,,1.0,,,,,,2.0,1.0
詞,,,,,,,1.0,,,,
詣,,,,1.0,,,,,,,
試,,1.0,,2.0,,,,1.0,1.0,2.0,
詰,,,,,,,1.0,,,,
話,,2.0,,,,,,,2.0,1.0,
詳,,,,,,1.0,,,,,
誌,,,,,,,,1.0,,,
認,1.0,2.0,3.0,1.0,2.0,2.0,,1.0,2.0,3.0,
誓,,,,,,,,,1.0,,
誕,,,,,1.0,,,,,,
誘,,1.0,,,,2.0,,,,,
語,,,1.0,,,,,,1.0,,
誠,,,,,1.0,1.0,,,1.0,,
説,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0
読,,,,,,1.0,,2.0,,,
誰,,,,,,,,,,,1.0
課,,,,1.0,,,,,,,
調,2.0,1.0,2.0,1.0,2.0,1.0,,3.0,1.0,,2.0
談,,,,,,,,,,,1.0
請,,,,,3.0,1.0,1.0,,1.0,,1.0
論,1.0,2.0,2.0,2.0,,,,,,1.0,
謀,,1.0,,,,,,,,,
講,,,1.0,1.0,,,,1.0,,,1.0
謝,,,,,,,1.0,,,,
識,,2.0,,,1.0,,,,,,
警,,,3.0,,1.0,,,,2.0,1.0,
議,,,,,1.0,,1.0,,3.0,4.0,2.0
護,1.0,,,,,,,,,1.0,
谷,,1.0,3.0,1.0,,,,,,,
豊,,,,,,,,,,,1.0
象,,,,,,1.0,1.0,1.0,,,
豪,,,,,,,,,1.0,1.0,
負,,,1.0,1.0,1.0,,,,,1.0,
財,,,,,,1.0,,,,,
貢,,,,,,1.0,,,,,
貨,,,,,,,,,2.0,,1.0
販,,,4.0,1.0,1.0,,,,,,3.0
貫,1.0,,,,,,,,1.0,,
責,1.0,,,,,,,,,,
貯,,,,,,1.0,,,,,
貴,,,,1.0,,,,,,,
買,,1.0,,,,8.0,1.0,1.0,,1.0,
貸,,,,,,,,,,,1.0
費,,,,,,,,,3.0,,
貿,,,,,,,1.0,,,,
賀,,,,,,,,1.0,,,
賃,1.0,,,,,,,,2.0,,
賄,,,,,,,1.0,,,,
資,5.0,,1.0,2.0,2.0,1.0,2.0,3.0,,,4.0
賛,,,,,,,1.0,,,,
賞,,3.0,,,,,3.0,,,,1.0
賢,2.0,,,,,,,,,,
質,1.0,,1.0,,,,,,,,
賭,,1.0,,,1.0,,,,,,
贅,,1.0,1.0,1.0,,,1.0,,,,
赤,,1.0,,,2.0,1.0,,,1.0,,1.0
走,,,,,,,,,2.0,,
起,,,,,,,,,,,1.0
超,4.0,2.0,1.0,1.0,,2.0,2.0,1.0,1.0,2.0,
越,1.0,,1.0,,,,,1.0,2.0,,1.0
足,,,,,,,,3.0,,,
跡,,,,,,,2.0,,,,1.0
路,,,,2.0,,,,,1.0,,
躍,,1.0,,,3.0,1.0,,,,,
身,,,,,,,3.0,1.0,,1.0,
車,,3.0,1.0,2.0,,,,1.0,1.0,1.0,4.0
軌,,,,,,,,,,,1.0
転,1.0,,3.0,,,4.0,1.0,1.0,1.0,,
軸,,,,,,,,1.0,,,
軽,,,,,2.0,,,,2.0,,1.0
輝,,,,,,,,1.0,,,1.0
輪,1.0,,,2.0,,,1.0,,,,1.0
輸,,,,,1.0,,,,1.0,,2.0
辞,,,1.0,,,1.0,,,,,
農,,,2.0,,,,2.0,1.0,,,1.0
込,,,1.0,2.0,1.0,1.0,1.0,1.0,,,
迎,,1.0,,,,,,,1.0,,
近,1.0,,,,1.0,,1.0,,,,1.0
返,,,,,,1.0,1.0,1.0,,,
迫,,,,1.0,2.0,,,,1.0,,
迷,,,1.0,,,,,,,,
追,,1.0,,,,,1.0,,,1.0,
退,,,,,1.0,1.0,,,,1.0,
送,,,,,,,1.0,,1.0,,
逃,,,,,,1.0,,,,,
逆,,,,,,,,,1.0,,
透,1.0,,,1.0,,,,,,,1.0
途,,,,,,,,,,,1.0
通,1.0,1.0,1.0,1.0,,,1.0,2.0,2.0,1.0,3.0
速,,,,1.0,,2.0,,1.0,,3.0,
造,,1.0,,,,,2.0,,,,
連,2.0,4.0,,,,1.0,,2.0,2.0,1.0,3.0
週,,,,,,1.0,1.0,,,,
進,,,1.0,2.0,2.0,3.0,,3.0,,,
逼,,,,,2.0,,,,,,
遅,,1.0,1.0,,,,,,1.0,1.0,
遇,,1.0,,,,2.0,,,,,
運,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0
過,,2.0,1.0,1.0,1.0,,1.0,,1.0,,
道,,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,2.0,4.0
達,,,,,,,,,1.0,,
違,1.0,,,,,,,,,,
遠,,1.0,2.0,,,1.0,,1.0,1.0,,
適,1.0,,,,,,,,,1.0,
選,2.0,4.0,,6.0,3.0,2.0,,2.0,2.0,,3.0
避,,,1.0,,3.0,1.0,,,,1.0,2.0
還,,,,,,,,,,1.0,
那,,,,,,,,,,,1.0
邦,,,,,,,,3.0,,,
邸,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,
郎,,,,,1.0,,,,,,
部,1.0,,,2.0,3.0,1.0,,1.0,1.0,1.0,
都,1.0,3.0,3.0,2.0,1.0,1.0,,1.0,1.0,,3.0
配,2.0,1.0,2.0,,3.0,,1.0,,,,
酒,1.0,,,,,1.0,3.0,,,,
酬,,,,,,,1.0,1.0,,,1.0
酷,,,,1.0,,,,,,,
酸,,,,2.0,,,,,,,
里,,1.0,,,,,,2.0,,,
重,1.0,,3.0,2.0,1.0,2.0,2.0,,3.0,1.0,1.0
野,3.0,,2.0,1.0,2.0,2.0,5.0,1.0,2.0,,
量,,,1.0,,,1.0,,,2.0,1.0,3.0
金,1.0,1.0,3.0,,,1.0,1.0,5.0,2.0,2.0,1.0
釜,1.0,,,,,,,,,,
針,,,1.0,1.0,1.0,,,,,,
鉄,1.0,,,,,,,,1.0,,1.0
鉱,,,,,,,1.0,,,,
銀,7.0,1.0,2.0,6.0,,,2.0,7.0,2.0,5.0,1.0
銘,3.0,,,,,,,,,1.0,1.0
銭,,,,,,,1.0,,,,
錠,,,,,,1.0,,,,,
録,,,,,,,,,1.0,,
鎖,,,,,1.0,,1.0,,,,
長,6.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,8.0,5.0,2.0
門,1.0,2.0,,,,1.0,,,,,
閉,,,1.0,,1.0,,1.0,,1.0,,
開,4.0,5.0,3.0,3.0,2.0,2.0,,1.0,4.0,3.0,7.0
間,1.0,1.0,,3.0,3.0,5.0,4.0,1.0,1.0,2.0,3.0
関,,,,,,,3.0,2.0,1.0,2.0,
閥,,,1.0,,,,,,,,
闘,,,,,,,,,,1.0,
阪,,,,,1.0,,,2.0,5.0,1.0,
防,1.0,,1.0,,,,,,1.0,,
阿,,,,,,,2.0,,1.0,,
降,,1.0,,,,,,,1.0,,
限,,,1.0,2.0,1.0,2.0,2.0,2.0,,,1.0
院,1.0,2.0,1.0,,,,,2.0,,1.0,
陣,,1.0,,,,,,1.0,,,
除,,,,,,,,,1.0,1.0,1.0
陥,1.0,,,,,,,,,,
陰,,1.0,,,,,,,,1.0,
陳,,,,,,,1.0,,,,
陵,,,,,,,,2.0,,,
陸,,1.0,1.0,,,,1.0,,,,
険,,,2.0,,,2.0,1.0,,,,
陽,,1.0,,1.0,,,,,,1.0,
隊,,,,,1.0,,,,,,
随,,,,,1.0,,,,,,
隔,1.0,1.0,,,,,,,1.0,,1.0
隙,,1.0,1.0,1.0,1.0,,,,,,
際,,1.0,1.0,,,1.0,,,,,
障,,1.0,1.0,,,,,,,,
隠,,,,,,,,,1.0,,
集,1.0,4.0,5.0,,,1.0,1.0,3.0,1.0,1.0,1.0
雇,,1.0,1.0,,1.0,,,,,1.0,
雑,,,1.0,,,,,,,,
離,1.0,1.0,,,,,,,1.0,,2.0
難,1.0,,1.0,,,,1.0,,,,
雪,1.0,,,,,,,,,1.0,
電,1.0,3.0,,,1.0,,,1.0,3.0,3.0,2.0
需,,1.0,1.0,,1.0,1.0,,,,,1.0
震,,,,,,,,,,,1.0
霧,,1.0,,,,,,,,,
露,,,,,,1.0,,,,,
青,,,,,,,,1.0,,1.0,
静,1.0,,,,,,1.0,,,1.0,1.0
非,1.0,1.0,,,,,,,,,
面,2.0,,,,,1.0,,2.0,1.0,2.0,
革,,2.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,
鞄,1.0,,,,,,,,,,
韓,,,,,2.0,,1.0,,,,
音,,,,,1.0,,,,1.0,1.0,
響,1.0,,,,,,,1.0,,2.0,1.0
須,,,,,,,,,,,1.0
頑,,,,,,,,,,,1.0
領,,1.0,1.0,4.0,1.0,,,,,,
頭,3.0,1.0,1.0,,1.0,,2.0,,,,
頼,,1.0,,,,1.0,,,,,
題,,1.0,,1.0,,,1.0,2.0,,1.0,
額,,,1.0,,,,,1.0,,,
顔,,,,1.0,,,,,,,
願,,,,,,,,,1.0,1.0,
顧,,,,,,,,3.0,,,
風,1.0,,,1.0,1.0,1.0,,,2.0,,1.0
飛,,1.0,1.0,,,,,,,,1.0
食,1.0,2.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,
飲,,,,,,,2.0,,1.0,,
養,,,,,,,,1.0,,,
館,,,,,,,1.0,,,,2.0
首,2.0,1.0,2.0,,4.0,,1.0,,3.0,2.0,1.0
香,,,,,,1.0,,1.0,,,1.0
馬,,1.0,,,,,,,1.0,,
駅,2.0,,,,,,,1.0,1.0,4.0,
駆,,,,,,,,1.0,,,
駒,,,,,,,,1.0,,,
験,1.0,,,1.0,,1.0,1.0,,,,
驚,,1.0,1.0,1.0,2.0,1.0,,,,,
高,,3.0,3.0,2.0,2.0,10.0,1.0,2.0,2.0,6.0,1.0
鬼,,,,,,,,,1.0,,
魅,,,1.0,,,3.0,,,,,
鮮,,,,1.0,2.0,,,,,,
鹿,1.0,,,,,,,,,,
麺,,,,,1.0,,,,,,
齢,,,,,,6.0,,,1.0,1.0,
